Date,Open,High,Low,Close,Adj Close,Volume
2005-05-12,204.682007,212.947998,204.682007,212.947998,166.265091,8875871
2005-05-13,218.065002,218.852997,212.554993,216.490997,169.031372,3398
2005-05-16,218.852997,224.363007,218.852997,224.363007,175.177689,53351
2005-05-17,228.300003,247.192993,228.300003,240.501999,187.778687,2012944
2005-05-18,244.044006,244.044006,239.320999,241.682999,188.700745,595196
2005-05-19,236.171997,245.619003,233.809998,235.384995,183.783417,118645
2005-05-20,236.171997,240.895004,236.171997,240.108002,187.471054,21942
2005-05-23,242.470001,248.373993,236.171997,238.533997,186.242050,102128
2005-05-24,236.171997,239.320999,234.598007,236.171997,184.397888,92960
2005-05-25,236.171997,239.320999,236.171997,236.959000,185.012329,23786
2005-05-26,240.895004,240.895004,235.699997,239.320999,186.856552,118886
2005-05-27,237.746002,237.746002,237.746002,237.746002,185.626816,3811
2005-05-30,237.746002,237.746002,237.746002,237.746002,185.626816,0
2005-05-31,237.746002,238.533997,238.533997,238.533997,186.242050,0
2005-06-01,236.171997,242.470001,236.171997,238.533997,186.242050,373664
2005-06-02,239.320999,242.470001,238.533997,239.320999,186.856552,124160
2005-06-03,240.895004,242.470001,240.895004,242.470001,189.315247,16452
2005-06-06,244.044006,244.044006,241.985001,244.044006,190.544174,144175
2005-06-07,244.044006,244.044006,244.044006,244.044006,190.544174,96857
2005-06-08,245.619003,247.688004,245.619003,247.192993,193.002838,772126
2005-06-09,247.192993,247.192993,247.192993,247.192993,193.002838,6351
2005-06-10,250.341995,250.341995,245.619003,245.619003,191.773880,56434
2005-06-13,245.619003,245.619003,241.682999,241.682999,188.700745,635
2005-06-14,244.044006,244.044006,239.320999,239.320999,186.856552,2382
2005-06-15,236.171997,240.108002,236.171997,240.108002,187.471054,127
2005-06-16,245.619003,245.619003,239.320999,240.895004,188.085510,38635
2005-06-17,245.619003,245.619003,236.171997,241.682999,188.700745,233377
2005-06-20,240.895004,244.044006,233.022995,237.352997,185.319962,14481
2005-06-21,238.533997,246.406006,238.533997,242.863998,189.622833,260403
2005-06-22,242.470001,249.554993,242.470001,245.225006,191.466278,4763
2005-06-23,244.044006,250.341995,244.044006,247.192993,193.002838,1773948
2005-06-24,247.587006,247.587006,246.406006,246.406006,192.388382,5970
2005-06-27,239.320999,244.044006,239.320999,241.289001,188.393173,374346
2005-06-28,245.619003,245.619003,237.746002,245.619003,191.773880,645738
2005-06-29,237.746002,246.800003,237.746002,246.800003,192.695969,18736
2005-06-30,241.289001,251.917007,236.171997,251.917007,196.691223,181206
2005-07-01,251.917007,259.789001,251.917007,253.098007,197.613327,315796
2005-07-04,259.789001,273.959991,268.842010,268.842010,209.905914,29548
2005-07-05,273.959991,275.644012,264.513000,270.811005,211.443268,454657
2005-07-06,264.513000,271.597992,264.513000,267.268005,208.676895,49105
2005-07-07,260.183014,261.756989,255.852997,255.852997,199.764389,5273
2005-07-08,253.490997,264.513000,253.490997,259.002014,202.223038,372031
2005-07-11,256.640015,256.640015,255.065994,255.065994,199.149887,31757
2005-07-12,256.640015,256.640015,253.490997,256.640015,200.378876,156941
2005-07-13,258.214996,262.937988,251.917007,258.608002,201.915451,321628
2005-07-14,259.789001,259.789001,257.427002,257.427002,200.993286,21389
2005-07-15,259.789001,262.937988,248.768005,260.970001,203.759583,34995
2005-07-18,262.937988,262.937988,253.490997,253.490997,197.920166,140036
2005-07-19,256.640015,264.513000,243.957993,264.513000,206.525909,213563
2005-07-20,258.214996,259.096008,254.279007,254.279007,198.535431,6288
2005-07-21,251.917007,256.640015,244.626999,246.406006,192.388382,236199
2005-07-22,250.341995,250.341995,247.192993,247.192993,193.002838,635
2005-07-25,244.044006,250.341995,239.320999,240.108002,187.471054,83346
2005-07-26,240.895004,244.044006,240.108002,240.108002,187.471054,128061
2005-07-27,244.044006,250.341995,237.746002,246.011993,192.080750,235436
2005-07-28,250.341995,250.341995,244.044006,249.949005,195.154663,99872
2005-07-29,251.917007,280.651001,251.917007,280.651001,219.126083,513216
2005-08-01,277.108002,282.618988,273.959991,282.618988,220.662659,63335
2005-08-02,281.045013,283.406006,277.895996,278.683014,217.589508,198126
2005-08-03,273.959991,283.406006,273.959991,280.256989,218.818466,8782
2005-08-04,270.811005,294.428009,270.811005,288.130005,224.965515,675272
2005-08-05,292.852997,294.362000,284.980988,289.311005,225.887665,29494
2005-08-08,295.214996,295.214996,288.130005,288.916992,225.580002,162792
2005-08-09,288.916992,289.704010,289.704010,289.704010,226.194458,0
2005-08-10,286.554993,289.704010,278.683014,288.130005,224.965515,27484
2005-08-11,277.108002,288.493011,272.385010,280.256989,218.818466,21940
2005-08-12,277.895996,277.895996,275.928009,277.502014,216.667435,123406
2005-08-15,275.928009,277.502014,275.928009,277.502014,216.667435,991
2005-08-16,275.533997,286.554993,275.533997,286.554993,223.735825,138706
2005-08-17,283.406006,283.406006,275.533997,279.864014,218.511658,152934
2005-08-18,275.533997,283.406006,275.533997,279.470001,218.203979,3245
2005-08-19,281.832001,281.832001,279.470001,281.832001,220.048187,18101
2005-08-22,275.533997,283.406006,275.533997,283.406006,221.277145,6681
2005-08-23,275.140015,283.406006,274.747009,283.013000,220.970291,22090
2005-08-24,281.437988,281.437988,271.282990,281.437988,219.740540,1759
2005-08-25,270.811005,270.811005,270.811005,270.811005,211.443268,67
2005-08-26,281.832001,281.832001,271.080994,275.533997,215.130920,34479
2005-08-29,275.533997,275.533997,275.533997,275.533997,215.130920,0
2005-08-30,270.811005,281.045013,270.023010,273.566010,213.594330,8115
2005-08-31,277.108002,277.108002,270.269012,277.108002,216.359833,464711
2005-09-01,273.959991,277.108002,266.480988,270.023010,210.828033,263117
2005-09-02,265.035004,267.661987,265.035004,267.661987,208.984573,12830
2005-09-05,264.513000,267.661987,264.513000,267.661987,208.984573,286
2005-09-06,264.513000,268.842010,264.513000,268.842010,209.905914,313169
2005-09-07,188.544006,188.938004,147.606995,156.660995,122.317421,4489853
2005-09-08,161.778000,173.192993,159.809998,171.617996,133.995529,1626817
2005-09-09,173.192993,177.522995,170.436996,174.373993,136.147385,689471
2005-09-12,171.617996,176.341995,168.468994,174.766998,136.454193,2987078
2005-09-13,170.044006,173.192993,170.044006,172.011993,134.303192,1390121
2005-09-14,170.044006,171.617996,170.044006,171.617996,133.995529,81297
2005-09-15,171.617996,171.617996,165.320007,170.044006,132.766632,1856963
2005-09-16,171.617996,172.406006,168.468994,170.044006,132.766632,247331
2005-09-19,165.320007,168.468994,165.210007,168.468994,131.536896,58154
2005-09-20,164.533005,165.210007,161.037994,164.533005,128.463745,12309
2005-09-21,162.959000,163.257996,153.117996,159.809998,124.776138,1743501
2005-09-22,163.746002,163.746002,160.990997,163.746002,127.849266,50974
2005-09-23,159.809998,165.320007,159.809998,165.320007,129.078186,541501
2005-09-26,166.108002,166.988998,162.171005,164.927002,128.771347,288127
2005-09-27,165.320007,168.468994,164.533005,166.895004,130.307953,241865
2005-09-28,162.959000,166.895004,162.959000,166.895004,130.307953,1956
2005-09-29,165.320007,167.682007,164.927002,167.682007,130.922394,1240513
2005-09-30,165.320007,165.320007,159.022003,159.809998,124.776138,377593
2005-10-03,160.597000,161.778000,158.597000,161.778000,126.312714,70344
2005-10-04,160.298004,161.778000,160.298004,161.778000,126.312714,1223
2005-10-05,159.809998,159.809998,154.298996,157.447998,122.931915,24686
2005-10-06,160.597000,160.597000,157.054001,157.054001,122.624290,5462
2005-10-07,159.809998,160.597000,157.447998,157.841995,123.239555,28494
2005-10-10,157.447998,159.809998,157.212006,159.022003,124.160881,133586
2005-10-11,160.597000,161.384003,160.597000,161.384003,126.005051,198831
2005-10-12,162.171005,165.320007,157.447998,164.139999,128.156876,167782
2005-10-13,166.108002,167.682007,161.699005,164.139999,128.156876,81559
2005-10-14,164.533005,164.533005,162.959000,162.959000,127.234795,40477
2005-10-17,163.746002,163.746002,161.384003,161.384003,126.005051,9425
2005-10-18,158.235001,160.597000,157.447998,160.597000,125.390564,396434
2005-10-19,160.597000,164.139999,156.455994,158.235001,123.546425,155779
2005-10-20,155.873993,159.809998,155.873993,159.809998,124.776138,31899
2005-10-21,155.181000,159.809998,155.181000,159.809998,124.776138,901
2005-10-24,157.447998,160.597000,157.447998,160.597000,125.390564,1354
2005-10-25,163.352005,163.352005,160.597000,163.352005,127.541664,17049
2005-10-26,160.597000,161.384003,160.597000,161.384003,126.005051,31757
2005-10-27,157.447998,160.990997,157.447998,160.990997,125.698242,282731
2005-10-28,159.022003,161.384003,159.022003,161.384003,126.005051,2018
2005-10-31,162.171005,162.171005,162.171005,162.171005,126.619537,794
2005-11-01,162.959000,162.959000,160.203003,160.203003,125.082962,331038
2005-11-02,162.959000,162.959000,159.022003,160.203003,125.082962,26709
2005-11-03,163.746002,166.895004,163.352005,163.352005,127.541664,49302
2005-11-04,166.895004,168.201996,163.746002,163.746002,127.849266,523086
2005-11-07,165.320007,165.320007,163.746002,163.746002,127.849266,15890
2005-11-08,168.468994,170.044006,162.171005,162.171005,126.619537,17333
2005-11-09,168.468994,170.830994,168.468994,168.468994,131.536896,77144
2005-11-10,173.192993,181.065002,170.044006,175.554993,137.069427,550834
2005-11-11,174.766998,179.097000,173.192993,175.947998,137.376328,2612
2005-11-14,180.671997,183.820999,180.671997,183.820999,143.523392,8562
2005-11-15,182.639999,185.789001,182.639999,185.789001,145.059967,9007
2005-11-16,188.938004,189.330994,185.789001,185.789001,145.059967,25995
2005-11-17,193.660995,193.660995,185.789001,185.789001,145.059967,874415
2005-11-18,185.789001,188.858994,185.789001,187.363007,146.288925,2544
2005-11-21,191.692993,191.692993,185.789001,188.149994,146.903366,144178
2005-11-22,191.692993,191.692993,188.544006,188.544006,147.211044,327370
2005-11-23,192.087006,192.087006,188.544006,188.544006,147.211044,66400
2005-11-24,188.938004,188.938004,188.938004,188.938004,147.518646,229
2005-11-25,192.087006,192.087006,188.858994,189.330994,147.825485,22332
2005-11-28,192.087006,197.912003,192.087006,197.597000,154.279373,88267
2005-11-29,193.660995,197.597000,192.873993,193.266998,150.898651,126454
2005-11-30,190.511993,194.447998,190.511993,194.447998,151.820709,200069
2005-12-01,192.087006,192.087006,183.820999,185.789001,145.059967,40915
2005-12-02,187.363007,188.938004,185.395004,188.938004,147.518646,491431
2005-12-05,184.214005,188.307999,182.639999,183.033005,142.908112,1184890
2005-12-06,184.214005,184.214005,177.916000,183.820999,143.523392,3860609
2005-12-07,184.214005,187.363007,184.214005,184.214005,143.830231,100312
2005-12-08,182.639999,188.938004,182.639999,184.608002,144.137848,2690882
2005-12-09,188.938004,188.938004,182.639999,183.033005,142.908112,405968
2005-12-12,185.789001,188.906006,181.459000,185.395004,144.752335,9616
2005-12-13,181.459000,188.938004,181.459000,184.608002,144.137848,250259
2005-12-14,182.639999,188.938004,182.639999,184.608002,144.137848,898253
2005-12-15,184.214005,184.608002,184.214005,184.608002,144.137848,893710
2005-12-16,181.459000,185.395004,181.459000,185.395004,144.752335,4769
2005-12-19,188.938004,193.660995,188.149994,189.330994,147.825485,10092
2005-12-20,188.149994,188.544006,188.149994,188.149994,146.903366,4195
2005-12-21,187.363007,192.087006,185.789001,185.789001,145.059967,8332
2005-12-22,185.789001,188.938004,184.214005,184.214005,143.830231,15907
2005-12-23,185.789001,185.789001,185.789001,185.789001,145.059967,3179
2005-12-26,185.789001,185.789001,185.789001,185.789001,145.059967,0
2005-12-27,185.789001,185.789001,185.789001,185.789001,145.059967,0
2005-12-28,184.214005,188.938004,186.576004,188.938004,147.518646,4672
2005-12-29,192.087006,192.087006,185.789001,185.789001,145.059967,2859
2005-12-30,192.087006,192.087006,185.789001,185.789001,145.059967,2030
2006-01-03,185.789001,192.087006,185.789001,192.087006,149.977280,11001
2006-01-04,185.789001,186.968994,184.608002,186.968994,146.845108,5271
2006-01-05,185.789001,192.007996,185.789001,189.330994,148.700241,10734
2006-01-06,187.757004,190.511993,185.820007,190.117996,149.318344,1001524
2006-01-09,188.938004,193.660995,188.938004,193.660995,152.100998,996046
2006-01-10,190.511993,195.235992,190.511993,194.447998,152.719116,2278
2006-01-11,190.511993,195.235992,190.511993,190.511993,149.627808,2739
2006-01-12,190.906006,193.660995,190.511993,193.660995,152.100998,1193
2006-01-13,190.544006,196.022995,190.544006,194.841995,153.028564,19692
2006-01-16,196.809998,203.501999,196.809998,200.746002,157.665558,23905
2006-01-17,201.533005,203.895004,196.809998,199.565002,156.737991,2871
2006-01-18,188.968994,192.873993,188.938004,192.873993,151.482925,307425
2006-01-19,196.809998,200.746002,195.628998,196.809998,154.574234,314134
2006-01-20,196.809998,201.139999,196.809998,201.139999,157.975006,24033
2006-01-23,196.841003,199.171997,196.841003,199.171997,156.429352,2217
2006-01-24,202.320999,202.320999,199.171997,202.320999,158.902557,39726
2006-01-25,202.320999,200.746002,200.746002,200.746002,157.665558,5653
2006-01-26,203.108002,211.768005,200.746002,211.373993,166.012756,31041
2006-01-27,213.341995,213.341995,204.903000,208.619003,163.848999,52589
2006-01-30,213.341995,213.341995,211.768005,211.768005,166.322205,54287
2006-01-31,209.406006,213.311005,207.830994,209.406006,164.467117,31847
2006-02-01,209.406006,209.406006,207.830994,207.830994,163.230103,27027
2006-02-02,213.341995,218.852997,212.554993,212.554993,166.940338,21146
2006-02-03,220.427002,220.427002,212.554993,212.554993,166.940338,80956
2006-02-06,212.947998,220.033997,209.406006,210.979996,165.703293,58222
2006-02-07,207.830994,210.192993,207.830994,210.192993,165.085205,53478
2006-02-08,207.830994,209.406006,207.830994,209.406006,164.467117,184058
2006-02-09,207.830994,210.979996,207.044006,210.979996,165.703293,1316941
2006-02-10,214.128998,214.128998,210.979996,210.979996,165.703293,51
2006-02-13,213.735992,213.735992,206.649994,212.554993,166.940338,33173
2006-02-14,206.257004,206.257004,206.257004,206.257004,161.993896,123
2006-02-15,206.257004,206.257004,206.257004,206.257004,161.993896,117
2006-02-16,206.257004,212.554993,206.257004,210.192993,165.085205,14
2006-02-17,206.257004,210.192993,206.257004,210.192993,165.085205,11
2006-02-20,206.257004,206.257004,204.682007,204.682007,160.756882,3823
2006-02-21,204.682007,207.830994,204.682007,207.830994,163.230103,2859
2006-02-22,206.257004,209.406006,206.257004,206.257004,161.993896,18618
2006-02-23,132.255997,132.255997,94.469002,118.085999,92.744530,3977226
2006-02-24,118.085999,119.864998,113.362999,113.362999,89.035110,84470
2006-02-27,117.299004,127.532997,113.755997,125.958000,98.927185,597846
2006-02-28,122.808998,125.958000,122.022003,123.203003,96.763397,434167
2006-03-01,122.808998,124.384003,122.022003,122.022003,95.835861,3111401
2006-03-02,124.384003,125.958000,120.969002,124.384003,97.690979,2935779
2006-03-03,123.597000,125.958000,121.235001,122.808998,96.453979,136253
2006-03-06,124.384003,128.714005,121.235001,126.351997,99.236641,401357
2006-03-07,124.698997,125.958000,124.384003,125.958000,98.927185,38627
2006-03-08,125.958000,127.532997,124.384003,125.565002,98.618546,864279
2006-03-09,124.384003,124.384003,120.054001,122.022003,95.835861,68075
2006-03-10,121.235001,123.597000,121.235001,123.597000,97.072876,20130
2006-03-13,123.203003,124.384003,122.808998,123.203003,96.763397,2367073
2006-03-14,122.808998,123.203003,121.550003,123.203003,96.763397,1442989
2006-03-15,123.203003,123.203003,123.203003,123.203003,96.763397,0
2006-03-16,124.384003,124.384003,122.808998,123.989998,97.381516,38235
2006-03-17,123.989998,123.989998,122.967003,123.989998,97.381516,512175
2006-03-20,123.989998,125.170998,122.967003,124.384003,97.690979,67002
2006-03-21,124.934998,124.934998,122.808998,123.989998,97.381516,13430
2006-03-22,124.384003,125.170998,122.808998,124.384003,97.690979,66350
2006-03-23,122.808998,124.934998,122.808998,123.597000,97.072876,7857
2006-03-24,125.170998,125.170998,123.597000,124.384003,97.690979,274818
2006-03-27,125.170998,127.532997,124.384003,127.532997,100.164200,1805187
2006-03-28,127.532997,129.895004,127.532997,127.532997,100.164200,146032
2006-03-29,129.106995,129.106995,126.746002,128.320007,100.782310,221780
2006-03-30,129.501007,130.682007,127.532997,128.320007,100.782310,192942
2006-03-31,130.682007,130.682007,127.060997,129.106995,101.400391,10634
2006-04-03,126.746002,127.060997,125.170998,125.170998,98.309067,15048
2006-04-04,124.384003,125.958000,123.597000,124.778000,98.000420,149205
2006-04-05,125.958000,129.557007,125.958000,126.746002,99.546097,585750
2006-04-06,128.320007,135.404999,128.320007,134.617996,105.728752,201547
2006-04-07,132.255997,135.011993,131.320007,132.649994,104.183060,23016
2006-04-10,133.830994,136.192993,133.830994,134.617996,105.728752,35376
2006-04-11,136.585999,138.554001,136.585999,138.554001,108.820053,27115
2006-04-12,138.554001,139.341003,138.554001,139.341003,109.438171,5573
2006-04-13,136.979996,140.916000,136.979996,140.128998,110.057091,12318
2006-04-18,140.128998,140.128998,136.192993,138.160995,108.511398,10157
2006-04-19,136.979996,141.703003,136.979996,139.341003,109.438171,37453
2006-04-20,140.128998,140.128998,136.192993,138.160995,108.511398,10170
2006-04-21,136.192993,138.160995,136.192993,138.160995,108.511398,7370
2006-04-24,136.979996,138.160995,136.074005,138.160995,108.511398,13338
2006-04-25,140.128998,141.703003,133.436996,134.617996,105.728752,436338
2006-04-26,132.649994,136.979996,132.255997,135.404999,106.346855,46255
2006-04-27,133.830994,137.766998,133.830994,133.830994,105.110626,10212
2006-04-28,133.830994,138.947998,132.255997,136.979996,107.583839,36778
2006-05-02,136.979996,140.128998,136.979996,138.947998,109.129532,54456
2006-05-03,142.097000,146.427002,141.703003,141.703003,111.293297,156520
2006-05-04,143.278000,144.065002,140.128998,143.278000,112.530312,245999
2006-05-05,144.065002,144.065002,141.703003,142.884003,112.220848,38612
2006-05-08,140.128998,144.852005,140.128998,143.278000,112.530312,63083
2006-05-09,140.128998,144.065002,140.128998,143.671005,112.838936,15180
2006-05-10,140.128998,141.656006,140.128998,140.916000,110.675179,22374
2006-05-11,140.916000,141.703003,141.703003,141.703003,111.293297,0
2006-05-12,143.278000,144.459000,140.365005,143.671005,112.838936,54079
2006-05-15,140.128998,144.410995,129.895004,130.682007,102.637421,52440
2006-05-16,130.682007,132.649994,129.895004,132.649994,104.183060,6819
2006-05-17,135.404999,135.404999,132.649994,133.830994,105.110626,7164
